ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
8,3,1,114,1,13,2
8,3,2,493,3,99,2
8,3,3,457,3,91,2
8,3,4,352,2,67,2
8,3,5,379,3,73,2
8,3,6,165,1,24,2
8,3,7,268,2,48,2
8,3,8,494,3,99,2
8,3,9,497,3,100,2
8,3,10,468,3,93,2
8,3,11,356,2,68,2
8,3,12,482,3,96,2
8,3,13,332,2,62,2
8,3,14,288,2,52,2
8,3,15,176,1,27,2
8,3,16,226,1,38,2
8,3,17,363,2,69,2
8,3,18,213,1,35,2
8,3,19,101,1,10,2
8,3,20,473,3,94,2
8,3,21,363,2,69,2
8,3,22,315,2,59,2
8,3,23,157,1,23,2
8,3,24,494,3,99,2
8,3,25,339,2,64,2
8,3,26,487,3,97,2
8,3,27,139,1,18,2
8,3,28,172,1,26,2
8,3,29,110,1,12,2
8,3,30,347,2,66,2
8,3,31,425,3,83,2
8,3,32,181,1,28,2
8,3,33,120,1,14,2
8,3,34,229,1,39,2
8,3,35,331,2,62,2
8,3,36,448,3,89,2
8,3,37,333,2,62,2
8,3,38,449,3,89,2
8,3,39,217,1,36,2
8,3,40,467,3,93,2
