ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
10,2,1,394,3,76,2
10,2,2,393,3,76,2
10,2,3,162,1,24,2
10,2,4,325,2,61,2
10,2,5,180,1,28,2
10,2,6,268,2,48,2
10,2,7,225,1,38,2
10,2,8,392,3,76,2
10,2,9,166,1,25,2
10,2,10,439,3,86,2
10,2,11,463,3,92,2
10,2,12,415,3,81,2
10,2,13,262,2,46,2
10,2,14,205,1,33,2
10,2,15,131,1,17,2
10,2,16,222,1,37,2
10,2,17,397,3,77,2
10,2,18,457,3,91,2
10,2,19,199,1,32,2
10,2,20,241,2,42,2
10,2,21,470,3,94,2
10,2,22,203,1,33,2
10,2,23,351,2,67,2
10,2,24,462,3,92,2
10,2,25,180,1,28,2
10,2,26,180,1,28,2
10,2,27,177,1,27,2
10,2,28,434,3,86,2
10,2,29,327,2,61,2
10,2,30,201,1,32,2
10,2,31,199,1,32,2
10,2,32,243,2,42,2
10,2,33,492,3,99,2
10,2,34,182,1,28,2
10,2,35,282,2,51,2
10,2,36,436,3,86,2
10,2,37,327,2,61,2
10,2,38,411,3,80,2
10,2,39,216,1,36,2
10,2,40,182,1,28,2
10,2,41,226,1,38,2
10,2,42,448,3,89,2
10,2,43,438,3,86,2
10,2,44,469,3,93,2
10,2,45,262,2,46,2
10,2,46,128,1,16,2
10,2,47,447,3,88,2
10,2,48,219,1,37,2
10,2,49,283,2,51,2
10,2,50,158,1,23,2
