ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
10,1,1,170,1,25,2
10,1,2,374,3,72,2
10,1,3,399,3,78,2
10,1,4,431,3,85,2
10,1,5,194,1,31,2
10,1,6,114,1,13,2
10,1,7,447,3,88,2
10,1,8,290,2,53,2
10,1,9,281,2,51,2
10,1,10,360,2,69,2
10,1,11,110,1,12,2
10,1,12,132,1,17,2
10,1,13,253,2,44,2
10,1,14,450,3,89,2
10,1,15,493,3,99,2
10,1,16,308,2,57,2
10,1,17,208,1,34,2
10,1,18,258,2,45,2
10,1,19,187,1,29,2
10,1,20,123,1,15,2
10,1,21,290,2,53,2
10,1,22,402,3,78,2
10,1,23,249,2,43,2
10,1,24,107,1,11,2
10,1,25,364,2,70,2
10,1,26,256,2,45,2
10,1,27,151,1,21,2
10,1,28,131,1,17,2
10,1,29,128,1,16,2
10,1,30,175,1,27,2
10,1,31,328,2,61,2
10,1,32,389,3,75,2
10,1,33,236,2,40,2
10,1,34,296,2,54,2
10,1,35,351,2,66,2
10,1,36,352,2,67,2
10,1,37,339,2,64,2
10,1,38,104,1,10,2
10,1,39,408,3,79,2
10,1,40,225,1,38,2
10,1,41,444,3,88,2
10,1,42,209,1,34,2
10,1,43,325,2,61,2
10,1,44,315,2,58,2
10,1,45,281,2,51,2
10,1,46,263,2,47,2
10,1,47,156,1,22,2
10,1,48,408,3,80,2
10,1,49,140,1,19,2
10,1,50,446,3,88,2
