ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
7,2,1,397,1,54,2
7,2,2,365,1,39,2
7,2,3,411,1,60,2
7,2,4,449,1,77,2
7,2,5,452,1,79,2
7,2,6,348,1,32,2
7,2,7,452,1,79,2
7,2,8,432,1,70,2
7,2,9,383,1,47,2
7,2,10,488,1,95,2
7,2,11,485,1,93,2
7,2,12,416,1,62,2
7,2,13,313,1,16,2
7,2,14,327,1,22,2
7,2,15,460,1,82,2
7,2,16,396,1,53,2
7,2,17,389,1,50,2
7,2,18,356,1,35,2
7,2,19,372,1,42,2
7,2,20,337,1,27,2
7,2,21,462,1,83,2
7,2,22,498,1,99,2
7,2,23,466,1,85,2
7,2,24,307,1,13,2
7,2,25,316,1,17,2
7,2,26,499,1,100,2
7,2,27,318,1,18,2
7,2,28,351,1,33,2
7,2,29,310,1,14,2
7,2,30,451,1,78,2
7,2,31,370,1,41,2
7,2,32,317,1,17,2
7,2,33,397,1,54,2
7,2,34,438,1,72,2
7,2,35,473,1,88,2
7,2,36,343,1,29,2
7,2,37,396,1,53,2
7,2,38,389,1,50,2
7,2,39,463,1,83,2
7,2,40,446,1,76,2
