ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
6,1,1,499,3,100,2
6,1,2,235,2,40,2
6,1,3,162,1,24,2
6,1,4,147,1,20,2
6,1,5,350,2,66,2
6,1,6,118,1,14,2
6,1,7,213,1,35,2
6,1,8,285,2,52,2
6,1,9,285,2,52,2
6,1,10,380,3,73,2
6,1,11,153,1,22,2
6,1,12,435,3,86,2
6,1,13,453,3,90,2
6,1,14,385,3,74,2
6,1,15,253,2,44,2
6,1,16,310,2,57,2
6,1,17,463,3,92,2
6,1,18,274,2,49,2
6,1,19,100,1,10,2
6,1,20,485,3,97,2
6,1,21,264,2,47,2
6,1,22,417,3,82,2
6,1,23,108,1,11,2
6,1,24,190,1,30,2
6,1,25,451,3,89,2
6,1,26,198,1,32,2
6,1,27,200,1,32,2
6,1,28,149,1,21,2
6,1,29,445,3,88,2
6,1,30,398,3,77,2
