ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
8,7,1,257,2,45,2
8,7,2,418,3,82,2
8,7,3,212,1,35,2
8,7,4,188,1,30,2
8,7,5,174,1,26,2
8,7,6,420,3,82,2
8,7,7,253,2,44,2
8,7,8,403,3,78,2
8,7,9,215,1,36,2
8,7,10,385,3,74,2
8,7,11,124,1,15,2
8,7,12,175,1,27,2
8,7,13,257,2,45,2
8,7,14,390,3,75,2
8,7,15,157,1,23,2
8,7,16,405,3,79,2
8,7,17,464,3,92,2
8,7,18,251,2,44,2
8,7,19,480,3,96,2
8,7,20,342,2,64,2
8,7,21,256,2,45,2
8,7,22,230,1,39,2
8,7,23,244,2,42,2
8,7,24,388,3,75,2
8,7,25,249,2,43,2
8,7,26,171,1,26,2
8,7,27,266,2,47,2
8,7,28,473,3,94,2
8,7,29,277,2,50,2
8,7,30,201,1,33,2
8,7,31,489,3,98,2
8,7,32,347,2,66,2
8,7,33,295,2,54,2
8,7,34,231,1,39,2
8,7,35,406,3,79,2
8,7,36,329,2,62,2
8,7,37,419,3,82,2
8,7,38,128,1,16,2
8,7,39,139,1,19,2
8,7,40,126,1,16,2
