ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
5,2,1,402,1,56,2
5,2,2,465,1,84,2
5,2,3,484,1,93,2
5,2,4,343,1,29,2
5,2,5,457,1,81,2
5,2,6,330,1,23,2
5,2,7,397,1,54,2
5,2,8,403,1,56,2
5,2,9,477,1,90,2
5,2,10,313,1,16,2
5,2,11,383,1,47,2
5,2,12,343,1,29,2
5,2,13,353,1,34,2
5,2,14,358,1,36,2
5,2,15,431,1,69,2
5,2,16,444,1,75,2
5,2,17,380,1,46,2
5,2,18,420,1,64,2
5,2,19,305,1,12,2
5,2,20,382,1,47,2
5,2,21,391,1,51,2
5,2,22,455,1,80,2
5,2,23,332,1,24,2
5,2,24,364,1,39,2
5,2,25,500,1,100,2
5,2,26,374,1,43,2
5,2,27,489,1,96,2
5,2,28,477,1,90,2
5,2,29,480,1,91,2
5,2,30,491,1,96,2
