ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
5,5,1,387,1,49,2
5,5,2,497,1,99,2
5,5,3,378,1,45,2
5,5,4,491,1,96,2
5,5,5,485,1,93,2
5,5,6,412,1,61,2
5,5,7,403,1,56,2
5,5,8,452,1,79,2
5,5,9,408,1,58,2
5,5,10,429,1,68,2
5,5,11,401,1,55,2
5,5,12,356,1,35,2
5,5,13,302,1,11,2
5,5,14,495,1,98,2
5,5,15,444,1,75,2
5,5,16,324,1,21,2
5,5,17,469,1,86,2
5,5,18,368,1,41,2
5,5,19,375,1,44,2
5,5,20,410,1,59,2
5,5,21,430,1,69,2
5,5,22,371,1,42,2
5,5,23,432,1,69,2
5,5,24,303,1,11,2
5,5,25,466,1,85,2
5,5,26,397,1,54,2
5,5,27,349,1,32,2
5,5,28,416,1,62,2
5,5,29,479,1,91,2
5,5,30,428,1,67,2
