ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
8,6,1,436,3,86,2
8,6,2,180,1,28,2
8,6,3,365,2,70,2
8,6,4,427,3,84,2
8,6,5,217,1,36,2
8,6,6,122,1,15,2
8,6,7,479,3,96,2
8,6,8,272,2,49,2
8,6,9,195,1,31,2
8,6,10,175,1,27,2
8,6,11,150,1,21,2
8,6,12,264,2,47,2
8,6,13,484,3,97,2
8,6,14,200,1,32,2
8,6,15,473,3,94,2
8,6,16,411,3,80,2
8,6,17,207,1,34,2
8,6,18,400,3,78,2
8,6,19,478,3,95,2
8,6,20,162,1,24,2
8,6,21,247,2,43,2
8,6,22,131,1,17,2
8,6,23,217,1,36,2
8,6,24,214,1,35,2
8,6,25,447,3,88,2
8,6,26,376,3,72,2
8,6,27,367,3,70,2
8,6,28,348,2,66,2
8,6,29,128,1,16,2
8,6,30,308,2,57,2
8,6,31,426,3,84,2
8,6,32,480,3,96,2
8,6,33,499,3,100,2
8,6,34,111,1,12,2
8,6,35,424,3,83,2
8,6,36,372,3,71,2
8,6,37,422,3,83,2
8,6,38,360,2,69,2
8,6,39,204,1,33,2
8,6,40,347,2,66,2
