ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
10,7,1,239,2,41,2
10,7,2,476,3,95,2
10,7,3,481,3,96,2
10,7,4,369,3,71,2
10,7,5,361,2,69,2
10,7,6,478,3,95,2
10,7,7,438,3,86,2
10,7,8,347,2,66,2
10,7,9,325,2,61,2
10,7,10,315,2,58,2
10,7,11,218,1,36,2
10,7,12,317,2,59,2
10,7,13,282,2,51,2
10,7,14,195,1,31,2
10,7,15,249,2,43,2
10,7,16,327,2,61,2
10,7,17,285,2,52,2
10,7,18,173,1,26,2
10,7,19,368,3,70,2
10,7,20,392,3,76,2
10,7,21,187,1,29,2
10,7,22,345,2,65,2
10,7,23,222,1,37,2
10,7,24,253,2,44,2
10,7,25,112,1,12,2
10,7,26,488,3,98,2
10,7,27,176,1,27,2
10,7,28,462,3,92,2
10,7,29,355,2,67,2
10,7,30,228,1,39,2
10,7,31,174,1,26,2
10,7,32,334,2,63,2
10,7,33,422,3,83,2
10,7,34,400,3,78,2
10,7,35,457,3,91,2
10,7,36,291,2,53,2
10,7,37,143,1,19,2
10,7,38,118,1,14,2
10,7,39,467,3,93,2
10,7,40,469,3,93,2
10,7,41,322,2,60,2
10,7,42,478,3,95,2
10,7,43,295,2,54,2
10,7,44,163,1,24,2
10,7,45,250,2,44,2
10,7,46,337,2,63,2
10,7,47,207,1,34,2
10,7,48,476,3,95,2
10,7,49,234,2,40,2
10,7,50,496,3,99,2
