ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
6,8,1,141,1,19,2
6,8,2,292,2,53,2
6,8,3,300,2,55,2
6,8,4,495,3,99,2
6,8,5,229,1,39,2
6,8,6,492,3,98,2
6,8,7,307,2,57,2
6,8,8,256,2,45,2
6,8,9,308,2,57,2
6,8,10,225,1,38,2
6,8,11,424,3,83,2
6,8,12,184,1,29,2
6,8,13,444,3,88,2
6,8,14,150,1,21,2
6,8,15,294,2,54,2
6,8,16,109,1,12,2
6,8,17,210,1,35,2
6,8,18,374,3,72,2
6,8,19,192,1,30,2
6,8,20,445,3,88,2
6,8,21,410,3,80,2
6,8,22,310,2,57,2
6,8,23,225,1,38,2
6,8,24,356,2,68,2
6,8,25,162,1,24,2
6,8,26,493,3,99,2
6,8,27,391,3,76,2
6,8,28,359,2,68,2
6,8,29,110,1,12,2
6,8,30,122,1,15,2
