ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
7,10,1,321,1,19,2
7,10,2,464,1,84,2
7,10,3,391,1,51,2
7,10,4,356,1,35,2
7,10,5,499,1,100,2
7,10,6,347,1,31,2
7,10,7,354,1,34,2
7,10,8,459,1,82,2
7,10,9,418,1,63,2
7,10,10,320,1,19,2
7,10,11,339,1,27,2
7,10,12,331,1,24,2
7,10,13,445,1,76,2
7,10,14,424,1,66,2
7,10,15,359,1,36,2
7,10,16,407,1,58,2
7,10,17,473,1,88,2
7,10,18,334,1,25,2
7,10,19,358,1,36,2
7,10,20,326,1,22,2
7,10,21,433,1,70,2
7,10,22,446,1,76,2
7,10,23,379,1,45,2
7,10,24,375,1,44,2
7,10,25,464,1,84,2
7,10,26,391,1,51,2
7,10,27,478,1,90,2
7,10,28,395,1,53,2
7,10,29,498,1,99,2
7,10,30,481,1,92,2
7,10,31,380,1,46,2
7,10,32,356,1,35,2
7,10,33,401,1,55,2
7,10,34,361,1,37,2
7,10,35,497,1,99,2
7,10,36,429,1,68,2
7,10,37,488,1,95,2
7,10,38,379,1,45,2
7,10,39,488,1,95,2
7,10,40,475,1,89,2
