ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
7,3,1,325,1,21,2
7,3,2,390,1,50,2
7,3,3,365,1,39,2
7,3,4,339,1,28,2
7,3,5,426,1,67,2
7,3,6,382,1,47,2
7,3,7,462,1,83,2
7,3,8,378,1,45,2
7,3,9,403,1,57,2
7,3,10,441,1,73,2
7,3,11,477,1,90,2
7,3,12,404,1,57,2
7,3,13,477,1,90,2
7,3,14,376,1,44,2
7,3,15,406,1,58,2
7,3,16,399,1,55,2
7,3,17,400,1,55,2
7,3,18,404,1,57,2
7,3,19,433,1,70,2
7,3,20,454,1,80,2
7,3,21,330,1,23,2
7,3,22,401,1,55,2
7,3,23,422,1,65,2
7,3,24,432,1,70,2
7,3,25,418,1,63,2
7,3,26,467,1,85,2
7,3,27,318,1,18,2
7,3,28,375,1,44,2
7,3,29,354,1,34,2
7,3,30,416,1,62,2
7,3,31,500,1,100,2
7,3,32,500,1,100,2
7,3,33,394,1,52,2
7,3,34,426,1,67,2
7,3,35,312,1,15,2
7,3,36,372,1,42,2
7,3,37,433,1,70,2
7,3,38,426,1,67,2
7,3,39,381,1,46,2
7,3,40,435,1,71,2
