ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
7,9,1,487,1,94,2
7,9,2,408,1,59,2
7,9,3,320,1,19,2
7,9,4,381,1,46,2
7,9,5,364,1,39,2
7,9,6,395,1,53,2
7,9,7,443,1,74,2
7,9,8,355,1,34,2
7,9,9,440,1,73,2
7,9,10,446,1,76,2
7,9,11,421,1,64,2
7,9,12,446,1,76,2
7,9,13,307,1,13,2
7,9,14,470,1,87,2
7,9,15,304,1,12,2
7,9,16,427,1,67,2
7,9,17,393,1,52,2
7,9,18,347,1,31,2
7,9,19,378,1,45,2
7,9,20,317,1,17,2
7,9,21,392,1,51,2
7,9,22,379,1,45,2
7,9,23,435,1,71,2
7,9,24,486,1,94,2
7,9,25,322,1,20,2
7,9,26,338,1,27,2
7,9,27,463,1,83,2
7,9,28,497,1,99,2
7,9,29,476,1,90,2
7,9,30,364,1,39,2
7,9,31,483,1,93,2
7,9,32,329,1,23,2
7,9,33,468,1,86,2
7,9,34,412,1,60,2
7,9,35,473,1,88,2
7,9,36,324,1,21,2
7,9,37,347,1,31,2
7,9,38,337,1,26,2
7,9,39,447,1,76,2
7,9,40,316,1,17,2
