ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
5,6,1,361,1,37,2
5,6,2,498,1,100,2
5,6,3,424,1,66,2
5,6,4,473,1,88,2
5,6,5,323,1,20,2
5,6,6,332,1,24,2
5,6,7,381,1,46,2
5,6,8,355,1,35,2
5,6,9,496,1,98,2
5,6,10,437,1,72,2
5,6,11,462,1,83,2
5,6,12,364,1,39,2
5,6,13,454,1,80,2
5,6,14,358,1,36,2
5,6,15,439,1,73,2
5,6,16,360,1,37,2
5,6,17,443,1,74,2
5,6,18,377,1,45,2
5,6,19,363,1,38,2
5,6,20,484,1,93,2
5,6,21,468,1,86,2
5,6,22,319,1,18,2
5,6,23,486,1,94,2
5,6,24,368,1,40,2
5,6,25,440,1,73,2
5,6,26,315,1,17,2
5,6,27,365,1,39,2
5,6,28,374,1,43,2
5,6,29,324,1,21,2
5,6,30,387,1,49,2
