ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
10,3,1,366,2,70,2
10,3,2,200,1,32,2
10,3,3,309,2,57,2
10,3,4,400,3,78,2
10,3,5,477,3,95,2
10,3,6,290,2,53,2
10,3,7,142,1,19,2
10,3,8,200,1,32,2
10,3,9,245,2,43,2
10,3,10,500,3,100,2
10,3,11,191,1,30,2
10,3,12,291,2,53,2
10,3,13,164,1,24,2
10,3,14,466,3,93,2
10,3,15,339,2,64,2
10,3,16,320,2,59,2
10,3,17,424,3,83,2
10,3,18,179,1,28,2
10,3,19,424,3,83,2
10,3,20,196,1,31,2
10,3,21,396,3,77,2
10,3,22,486,3,97,2
10,3,23,341,2,64,2
10,3,24,116,1,13,2
10,3,25,114,1,13,2
10,3,26,121,1,14,2
10,3,27,266,2,47,2
10,3,28,382,3,74,2
10,3,29,300,2,55,2
10,3,30,151,1,21,2
10,3,31,234,2,40,2
10,3,32,458,3,91,2
10,3,33,251,2,44,2
10,3,34,268,2,48,2
10,3,35,335,2,63,2
10,3,36,500,3,100,2
10,3,37,435,3,86,2
10,3,38,192,1,30,2
10,3,39,206,1,34,2
10,3,40,492,3,99,2
10,3,41,393,3,76,2
10,3,42,226,1,38,2
10,3,43,266,2,47,2
10,3,44,217,1,36,2
10,3,45,492,3,99,2
10,3,46,435,3,86,2
10,3,47,384,3,74,2
10,3,48,472,3,94,2
10,3,49,230,1,39,2
10,3,50,443,3,88,2
