ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
5,1,1,386,1,48,2
5,1,2,392,1,51,2
5,1,3,311,1,15,2
5,1,4,396,1,53,2
5,1,5,354,1,34,2
5,1,6,385,1,48,2
5,1,7,488,1,95,2
5,1,8,492,1,97,2
5,1,9,318,1,18,2
5,1,10,419,1,63,2
5,1,11,485,1,93,2
5,1,12,399,1,54,2
5,1,13,464,1,84,2
5,1,14,330,1,23,2
5,1,15,356,1,35,2
5,1,16,430,1,69,2
5,1,17,429,1,68,2
5,1,18,415,1,62,2
5,1,19,485,1,93,2
5,1,20,460,1,82,2
5,1,21,302,1,11,2
5,1,22,311,1,15,2
5,1,23,403,1,56,2
5,1,24,335,1,26,2
5,1,25,416,1,62,2
5,1,26,363,1,38,2
5,1,27,435,1,71,2
5,1,28,353,1,34,2
5,1,29,306,1,12,2
5,1,30,366,1,39,2
