ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
9,1,1,422,1,65,2
9,1,2,461,1,83,2
9,1,3,430,1,69,2
9,1,4,337,1,26,2
9,1,5,477,1,90,2
9,1,6,383,1,47,2
9,1,7,405,1,57,2
9,1,8,495,1,98,2
9,1,9,316,1,17,2
9,1,10,409,1,59,2
9,1,11,464,1,84,2
9,1,12,448,1,77,2
9,1,13,364,1,39,2
9,1,14,363,1,38,2
9,1,15,477,1,90,2
9,1,16,430,1,68,2
9,1,17,301,1,10,2
9,1,18,407,1,58,2
9,1,19,327,1,22,2
9,1,20,480,1,91,2
9,1,21,315,1,16,2
9,1,22,303,1,11,2
9,1,23,473,1,88,2
9,1,24,495,1,98,2
9,1,25,373,1,43,2
9,1,26,392,1,51,2
9,1,27,410,1,60,2
9,1,28,344,1,30,2
9,1,29,348,1,32,2
9,1,30,455,1,80,2
9,1,31,393,1,52,2
9,1,32,487,1,94,2
9,1,33,326,1,22,2
9,1,34,383,1,47,2
9,1,35,416,1,62,2
9,1,36,400,1,55,2
9,1,37,322,1,20,2
9,1,38,494,1,97,2
9,1,39,351,1,33,2
9,1,40,422,1,65,2
9,1,41,411,1,60,2
9,1,42,388,1,49,2
9,1,43,469,1,86,2
9,1,44,339,1,27,2
9,1,45,474,1,89,2
9,1,46,453,1,79,2
9,1,47,324,1,21,2
9,1,48,445,1,75,2
9,1,49,462,1,83,2
9,1,50,394,1,52,2
