ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
6,10,1,200,1,32,2
6,10,2,448,3,89,2
6,10,3,245,2,43,2
6,10,4,286,2,52,2
6,10,5,283,2,51,2
6,10,6,486,3,97,2
6,10,7,139,1,18,2
6,10,8,277,2,50,2
6,10,9,297,2,54,2
6,10,10,458,3,91,2
6,10,11,178,1,27,2
6,10,12,406,3,79,2
6,10,13,479,3,96,2
6,10,14,159,1,23,2
6,10,15,120,1,14,2
6,10,16,443,3,87,2
6,10,17,319,2,59,2
6,10,18,298,2,54,2
6,10,19,128,1,16,2
6,10,20,269,2,48,2
6,10,21,262,2,46,2
6,10,22,153,1,22,2
6,10,23,190,1,30,2
6,10,24,343,2,65,2
6,10,25,461,3,92,2
6,10,26,254,2,44,2
6,10,27,450,3,89,2
6,10,28,183,1,28,2
6,10,29,421,3,83,2
6,10,30,122,1,15,2
