ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
6,7,1,266,2,47,2
6,7,2,279,2,50,2
6,7,3,322,2,60,2
6,7,4,286,2,52,2
6,7,5,294,2,54,2
6,7,6,104,1,10,2
6,7,7,118,1,14,2
6,7,8,452,3,90,2
6,7,9,422,3,83,2
6,7,10,396,3,77,2
6,7,11,128,1,16,2
6,7,12,230,1,39,2
6,7,13,299,2,55,2
6,7,14,124,1,15,2
6,7,15,124,1,15,2
6,7,16,231,1,39,2
6,7,17,223,1,37,2
6,7,18,299,2,55,2
6,7,19,152,1,22,2
6,7,20,251,2,44,2
6,7,21,478,3,95,2
6,7,22,274,2,49,2
6,7,23,388,3,75,2
6,7,24,463,3,92,2
6,7,25,276,2,50,2
6,7,26,272,2,49,2
6,7,27,162,1,24,2
6,7,28,180,1,28,2
6,7,29,407,3,79,2
6,7,30,255,2,45,2
