ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
5,8,1,468,1,86,2
5,8,2,306,1,13,2
5,8,3,331,1,24,2
5,8,4,408,1,59,2
5,8,5,373,1,43,2
5,8,6,476,1,89,2
5,8,7,391,1,51,2
5,8,8,474,1,89,2
5,8,9,490,1,96,2
5,8,10,336,1,26,2
5,8,11,428,1,68,2
5,8,12,412,1,61,2
5,8,13,407,1,58,2
5,8,14,452,1,79,2
5,8,15,340,1,28,2
5,8,16,354,1,34,2
5,8,17,446,1,76,2
5,8,18,346,1,31,2
5,8,19,420,1,64,2
5,8,20,374,1,43,2
5,8,21,399,1,54,2
5,8,22,492,1,97,2
5,8,23,310,1,14,2
5,8,24,420,1,64,2
5,8,25,433,1,70,2
5,8,26,391,1,51,2
5,8,27,434,1,70,2
5,8,28,479,1,91,2
5,8,29,319,1,19,2
5,8,30,326,1,22,2
