ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
8,9,1,350,2,66,2
8,9,2,157,1,23,2
8,9,3,118,1,14,2
8,9,4,258,2,45,2
8,9,5,293,2,53,2
8,9,6,318,2,59,2
8,9,7,467,3,93,2
8,9,8,432,3,85,2
8,9,9,139,1,19,2
8,9,10,379,3,73,2
8,9,11,155,1,22,2
8,9,12,195,1,31,2
8,9,13,189,1,30,2
8,9,14,137,1,18,2
8,9,15,373,3,71,2
8,9,16,442,3,87,2
8,9,17,339,2,64,2
8,9,18,219,1,37,2
8,9,19,347,2,66,2
8,9,20,106,1,11,2
8,9,21,472,3,94,2
8,9,22,295,2,54,2
8,9,23,224,1,38,2
8,9,24,225,1,38,2
8,9,25,133,1,17,2
8,9,26,474,3,94,2
8,9,27,160,1,23,2
8,9,28,428,3,84,2
8,9,29,244,2,42,2
8,9,30,401,3,78,2
8,9,31,129,1,16,2
8,9,32,273,2,49,2
8,9,33,219,1,37,2
8,9,34,142,1,19,2
8,9,35,253,2,44,2
8,9,36,197,1,32,2
8,9,37,262,2,46,2
8,9,38,469,3,93,2
8,9,39,320,2,60,2
8,9,40,179,1,27,2
