ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
9,3,1,332,1,24,2
9,3,2,343,1,29,2
9,3,3,498,1,99,2
9,3,4,385,1,48,2
9,3,5,487,1,94,2
9,3,6,368,1,41,2
9,3,7,320,1,19,2
9,3,8,389,1,50,2
9,3,9,422,1,65,2
9,3,10,493,1,97,2
9,3,11,383,1,47,2
9,3,12,354,1,34,2
9,3,13,416,1,62,2
9,3,14,344,1,30,2
9,3,15,316,1,17,2
9,3,16,307,1,13,2
9,3,17,478,1,90,2
9,3,18,491,1,96,2
9,3,19,485,1,93,2
9,3,20,500,1,100,2
9,3,21,486,1,94,2
9,3,22,385,1,48,2
9,3,23,317,1,18,2
9,3,24,449,1,77,2
9,3,25,465,1,84,2
9,3,26,320,1,19,2
9,3,27,480,1,91,2
9,3,28,389,1,50,2
9,3,29,457,1,81,2
9,3,30,317,1,17,2
9,3,31,486,1,94,2
9,3,32,427,1,67,2
9,3,33,410,1,60,2
9,3,34,323,1,20,2
9,3,35,388,1,50,2
9,3,36,324,1,21,2
9,3,37,468,1,86,2
9,3,38,498,1,99,2
9,3,39,469,1,86,2
9,3,40,308,1,14,2
9,3,41,497,1,99,2
9,3,42,402,1,56,2
9,3,43,414,1,62,2
9,3,44,471,1,87,2
9,3,45,415,1,62,2
9,3,46,357,1,36,2
9,3,47,471,1,87,2
9,3,48,486,1,94,2
9,3,49,451,1,78,2
9,3,50,441,1,74,2
