ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
6,3,1,418,3,82,2
6,3,2,164,1,24,2
6,3,3,341,2,64,2
6,3,4,387,3,75,2
6,3,5,132,1,17,2
6,3,6,307,2,57,2
6,3,7,386,3,74,2
6,3,8,337,2,63,2
6,3,9,452,3,90,2
6,3,10,139,1,18,2
6,3,11,322,2,60,2
6,3,12,239,2,41,2
6,3,13,114,1,13,2
6,3,14,192,1,31,2
6,3,15,197,1,32,2
6,3,16,244,2,42,2
6,3,17,423,3,83,2
6,3,18,255,2,45,2
6,3,19,497,3,100,2
6,3,20,305,2,56,2
6,3,21,430,3,85,2
6,3,22,343,2,65,2
6,3,23,422,3,83,2
6,3,24,121,1,14,2
6,3,25,477,3,95,2
6,3,26,296,2,54,2
6,3,27,209,1,34,2
6,3,28,176,1,27,2
6,3,29,377,3,72,2
6,3,30,352,2,67,2
