ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
9,9,1,390,1,51,2
9,9,2,423,1,65,2
9,9,3,372,1,43,2
9,9,4,359,1,37,2
9,9,5,457,1,81,2
9,9,6,350,1,32,2
9,9,7,485,1,93,2
9,9,8,433,1,70,2
9,9,9,493,1,97,2
9,9,10,410,1,60,2
9,9,11,392,1,51,2
9,9,12,476,1,89,2
9,9,13,470,1,87,2
9,9,14,461,1,82,2
9,9,15,420,1,64,2
9,9,16,389,1,50,2
9,9,17,378,1,45,2
9,9,18,460,1,82,2
9,9,19,306,1,12,2
9,9,20,458,1,81,2
9,9,21,487,1,94,2
9,9,22,380,1,46,2
9,9,23,305,1,12,2
9,9,24,324,1,20,2
9,9,25,452,1,78,2
9,9,26,427,1,67,2
9,9,27,443,1,74,2
9,9,28,397,1,53,2
9,9,29,392,1,51,2
9,9,30,391,1,51,2
9,9,31,358,1,36,2
9,9,32,412,1,61,2
9,9,33,445,1,75,2
9,9,34,461,1,83,2
9,9,35,414,1,61,2
9,9,36,371,1,42,2
9,9,37,405,1,57,2
9,9,38,339,1,27,2
9,9,39,478,1,90,2
9,9,40,496,1,98,2
9,9,41,340,1,28,2
9,9,42,425,1,66,2
9,9,43,306,1,12,2
9,9,44,447,1,76,2
9,9,45,331,1,24,2
9,9,46,485,1,93,2
9,9,47,359,1,36,2
9,9,48,372,1,42,2
9,9,49,405,1,57,2
9,9,50,342,1,29,2
