ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
7,8,1,495,1,98,2
7,8,2,310,1,14,2
7,8,3,358,1,36,2
7,8,4,491,1,96,2
7,8,5,481,1,92,2
7,8,6,410,1,59,2
7,8,7,410,1,59,2
7,8,8,438,1,72,2
7,8,9,405,1,57,2
7,8,10,315,1,17,2
7,8,11,399,1,55,2
7,8,12,391,1,51,2
7,8,13,419,1,64,2
7,8,14,424,1,66,2
7,8,15,497,1,99,2
7,8,16,361,1,37,2
7,8,17,353,1,34,2
7,8,18,409,1,59,2
7,8,19,363,1,38,2
7,8,20,459,1,82,2
7,8,21,433,1,70,2
7,8,22,367,1,40,2
7,8,23,418,1,63,2
7,8,24,311,1,15,2
7,8,25,412,1,60,2
7,8,26,464,1,84,2
7,8,27,318,1,18,2
7,8,28,330,1,23,2
7,8,29,302,1,11,2
7,8,30,419,1,64,2
7,8,31,494,1,97,2
7,8,32,361,1,38,2
7,8,33,429,1,68,2
7,8,34,423,1,65,2
7,8,35,448,1,77,2
7,8,36,432,1,70,2
7,8,37,378,1,45,2
7,8,38,323,1,20,2
7,8,39,441,1,74,2
7,8,40,451,1,78,2
