ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
9,7,1,425,1,67,2
9,7,2,465,1,84,2
9,7,3,344,1,30,2
9,7,4,439,1,73,2
9,7,5,394,1,52,2
9,7,6,363,1,38,2
9,7,7,347,1,31,2
9,7,8,441,1,74,2
9,7,9,422,1,65,2
9,7,10,412,1,61,2
9,7,11,359,1,37,2
9,7,12,302,1,11,2
9,7,13,465,1,84,2
9,7,14,495,1,98,2
9,7,15,464,1,84,2
9,7,16,450,1,78,2
9,7,17,473,1,88,2
9,7,18,359,1,37,2
9,7,19,322,1,20,2
9,7,20,448,1,77,2
9,7,21,405,1,57,2
9,7,22,302,1,10,2
9,7,23,372,1,42,2
9,7,24,378,1,45,2
9,7,25,474,1,89,2
9,7,26,480,1,91,2
9,7,27,498,1,99,2
9,7,28,370,1,41,2
9,7,29,346,1,31,2
9,7,30,370,1,42,2
9,7,31,430,1,69,2
9,7,32,314,1,16,2
9,7,33,424,1,66,2
9,7,34,401,1,56,2
9,7,35,346,1,31,2
9,7,36,352,1,33,2
9,7,37,495,1,98,2
9,7,38,498,1,99,2
9,7,39,438,1,72,2
9,7,40,499,1,100,2
9,7,41,317,1,17,2
9,7,42,471,1,87,2
9,7,43,471,1,87,2
9,7,44,455,1,80,2
9,7,45,381,1,46,2
9,7,46,470,1,87,2
9,7,47,486,1,94,2
9,7,48,320,1,19,2
9,7,49,471,1,87,2
9,7,50,412,1,60,2
