ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
8,8,1,222,1,37,2
8,8,2,465,3,92,2
8,8,3,233,1,40,2
8,8,4,243,2,42,2
8,8,5,283,2,51,2
8,8,6,351,2,67,2
8,8,7,322,2,60,2
8,8,8,208,1,34,2
8,8,9,454,3,90,2
8,8,10,118,1,14,2
8,8,11,408,3,80,2
8,8,12,271,2,48,2
8,8,13,381,3,73,2
8,8,14,363,2,69,2
8,8,15,191,1,30,2
8,8,16,126,1,16,2
8,8,17,274,2,49,2
8,8,18,324,2,60,2
8,8,19,440,3,87,2
8,8,20,102,1,10,2
8,8,21,254,2,45,2
8,8,22,281,2,51,2
8,8,23,226,1,38,2
8,8,24,113,1,13,2
8,8,25,397,3,77,2
8,8,26,277,2,50,2
8,8,27,380,3,73,2
8,8,28,126,1,16,2
8,8,29,485,3,97,2
8,8,30,328,2,61,2
8,8,31,486,3,97,2
8,8,32,435,3,86,2
8,8,33,211,1,35,2
8,8,34,453,3,90,2
8,8,35,219,1,37,2
8,8,36,291,2,53,2
8,8,37,498,3,100,2
8,8,38,101,1,10,2
8,8,39,204,1,33,2
8,8,40,398,3,77,2
