ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
9,4,1,373,1,43,2
9,4,2,452,1,78,2
9,4,3,423,1,66,2
9,4,4,324,1,21,2
9,4,5,311,1,15,2
9,4,6,447,1,76,2
9,4,7,325,1,21,2
9,4,8,348,1,32,2
9,4,9,421,1,64,2
9,4,10,467,1,85,2
9,4,11,389,1,50,2
9,4,12,431,1,69,2
9,4,13,433,1,70,2
9,4,14,405,1,57,2
9,4,15,307,1,13,2
9,4,16,456,1,80,2
9,4,17,445,1,75,2
9,4,18,392,1,52,2
9,4,19,456,1,80,2
9,4,20,492,1,97,2
9,4,21,340,1,28,2
9,4,22,481,1,91,2
9,4,23,322,1,20,2
9,4,24,476,1,89,2
9,4,25,302,1,11,2
9,4,26,384,1,48,2
9,4,27,471,1,87,2
9,4,28,347,1,31,2
9,4,29,334,1,25,2
9,4,30,407,1,58,2
9,4,31,349,1,32,2
9,4,32,495,1,98,2
9,4,33,439,1,73,2
9,4,34,315,1,16,2
9,4,35,445,1,75,2
9,4,36,334,1,25,2
9,4,37,304,1,11,2
9,4,38,386,1,49,2
9,4,39,312,1,15,2
9,4,40,441,1,74,2
9,4,41,500,1,100,2
9,4,42,419,1,64,2
9,4,43,377,1,45,2
9,4,44,301,1,10,2
9,4,45,419,1,64,2
9,4,46,366,1,40,2
9,4,47,469,1,86,2
9,4,48,309,1,14,2
9,4,49,464,1,84,2
9,4,50,459,1,82,2
