ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
5,10,1,342,1,29,2
5,10,2,412,1,60,2
5,10,3,454,1,80,2
5,10,4,464,1,84,2
5,10,5,446,1,76,2
5,10,6,351,1,33,2
5,10,7,415,1,62,2
5,10,8,445,1,75,2
5,10,9,307,1,13,2
5,10,10,403,1,56,2
5,10,11,473,1,88,2
5,10,12,481,1,92,2
5,10,13,482,1,92,2
5,10,14,448,1,77,2
5,10,15,399,1,55,2
5,10,16,456,1,80,2
5,10,17,408,1,59,2
5,10,18,483,1,92,2
5,10,19,443,1,74,2
5,10,20,391,1,51,2
5,10,21,326,1,22,2
5,10,22,332,1,24,2
5,10,23,324,1,20,2
5,10,24,414,1,61,2
5,10,25,431,1,69,2
5,10,26,425,1,66,2
5,10,27,441,1,74,2
5,10,28,338,1,27,2
5,10,29,353,1,34,2
5,10,30,469,1,86,2
