ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
10,10,1,199,1,32,2
10,10,2,351,2,67,2
10,10,3,115,1,13,2
10,10,4,433,3,85,2
10,10,5,217,1,36,2
10,10,6,401,3,78,2
10,10,7,447,3,88,2
10,10,8,260,2,46,2
10,10,9,256,2,45,2
10,10,10,345,2,65,2
10,10,11,445,3,88,2
10,10,12,306,2,56,2
10,10,13,468,3,93,2
10,10,14,273,2,49,2
10,10,15,162,1,24,2
10,10,16,392,3,76,2
10,10,17,160,1,23,2
10,10,18,188,1,29,2
10,10,19,347,2,66,2
10,10,20,436,3,86,2
10,10,21,438,3,86,2
10,10,22,195,1,31,2
10,10,23,187,1,29,2
10,10,24,117,1,13,2
10,10,25,160,1,23,2
10,10,26,310,2,57,2
10,10,27,282,2,51,2
10,10,28,161,1,23,2
10,10,29,359,2,68,2
10,10,30,377,3,72,2
10,10,31,477,3,95,2
10,10,32,423,3,83,2
10,10,33,411,3,80,2
10,10,34,465,3,92,2
10,10,35,225,1,38,2
10,10,36,374,3,72,2
10,10,37,437,3,86,2
10,10,38,303,2,56,2
10,10,39,119,1,14,2
10,10,40,433,3,85,2
10,10,41,209,1,34,2
10,10,42,203,1,33,2
10,10,43,396,3,77,2
10,10,44,302,2,55,2
10,10,45,220,1,37,2
10,10,46,225,1,38,2
10,10,47,471,3,94,2
10,10,48,186,1,29,2
10,10,49,255,2,45,2
10,10,50,427,3,84,2
