ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
9,2,1,377,1,45,2
9,2,2,376,1,44,2
9,2,3,495,1,98,2
9,2,4,491,1,96,2
9,2,5,420,1,64,2
9,2,6,418,1,63,2
9,2,7,489,1,95,2
9,2,8,436,1,71,2
9,2,9,464,1,84,2
9,2,10,384,1,48,2
9,2,11,473,1,88,2
9,2,12,360,1,37,2
9,2,13,446,1,76,2
9,2,14,362,1,38,2
9,2,15,315,1,17,2
9,2,16,477,1,90,2
9,2,17,421,1,65,2
9,2,18,481,1,92,2
9,2,19,447,1,76,2
9,2,20,376,1,44,2
9,2,21,407,1,58,2
9,2,22,308,1,13,2
9,2,23,356,1,35,2
9,2,24,405,1,57,2
9,2,25,368,1,41,2
9,2,26,427,1,67,2
9,2,27,334,1,25,2
9,2,28,434,1,70,2
9,2,29,320,1,19,2
9,2,30,420,1,64,2
9,2,31,368,1,40,2
9,2,32,466,1,85,2
9,2,33,383,1,47,2
9,2,34,455,1,80,2
9,2,35,377,1,45,2
9,2,36,316,1,17,2
9,2,37,492,1,97,2
9,2,38,336,1,26,2
9,2,39,464,1,84,2
9,2,40,498,1,100,2
9,2,41,412,1,60,2
9,2,42,387,1,49,2
9,2,43,329,1,23,2
9,2,44,467,1,85,2
9,2,45,449,1,77,2
9,2,46,351,1,33,2
9,2,47,442,1,74,2
9,2,48,407,1,58,2
9,2,49,323,1,20,2
9,2,50,497,1,99,2
