ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
9,10,1,462,1,83,2
9,10,2,417,1,63,2
9,10,3,413,1,61,2
9,10,4,314,1,16,2
9,10,5,350,1,32,2
9,10,6,310,1,14,2
9,10,7,417,1,63,2
9,10,8,348,1,32,2
9,10,9,408,1,59,2
9,10,10,330,1,23,2
9,10,11,408,1,58,2
9,10,12,387,1,49,2
9,10,13,340,1,28,2
9,10,14,402,1,56,2
9,10,15,352,1,33,2
9,10,16,480,1,91,2
9,10,17,330,1,24,2
9,10,18,308,1,14,2
9,10,19,346,1,31,2
9,10,20,348,1,31,2
9,10,21,485,1,94,2
9,10,22,339,1,27,2
9,10,23,482,1,92,2
9,10,24,311,1,15,2
9,10,25,417,1,63,2
9,10,26,361,1,38,2
9,10,27,373,1,43,2
9,10,28,359,1,36,2
9,10,29,493,1,97,2
9,10,30,468,1,86,2
9,10,31,367,1,40,2
9,10,32,370,1,42,2
9,10,33,492,1,97,2
9,10,34,349,1,32,2
9,10,35,430,1,69,2
9,10,36,442,1,74,2
9,10,37,500,1,100,2
9,10,38,430,1,69,2
9,10,39,411,1,60,2
9,10,40,403,1,56,2
9,10,41,454,1,80,2
9,10,42,356,1,35,2
9,10,43,431,1,69,2
9,10,44,447,1,76,2
9,10,45,388,1,49,2
9,10,46,453,1,79,2
9,10,47,384,1,48,2
9,10,48,405,1,57,2
9,10,49,395,1,53,2
9,10,50,352,1,33,2
