ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
7,6,1,434,1,70,2
7,6,2,425,1,66,2
7,6,3,341,1,28,2
7,6,4,477,1,90,2
7,6,5,431,1,69,2
7,6,6,468,1,86,2
7,6,7,471,1,87,2
7,6,8,402,1,56,2
7,6,9,427,1,67,2
7,6,10,468,1,86,2
7,6,11,472,1,88,2
7,6,12,493,1,97,2
7,6,13,423,1,65,2
7,6,14,461,1,83,2
7,6,15,496,1,98,2
7,6,16,436,1,71,2
7,6,17,341,1,28,2
7,6,18,346,1,30,2
7,6,19,375,1,44,2
7,6,20,304,1,12,2
7,6,21,340,1,28,2
7,6,22,386,1,48,2
7,6,23,494,1,98,2
7,6,24,484,1,93,2
7,6,25,416,1,62,2
7,6,26,488,1,95,2
7,6,27,324,1,21,2
7,6,28,333,1,25,2
7,6,29,388,1,50,2
7,6,30,305,1,12,2
7,6,31,407,1,58,2
7,6,32,376,1,44,2
7,6,33,447,1,76,2
7,6,34,498,1,99,2
7,6,35,364,1,39,2
7,6,36,331,1,24,2
7,6,37,449,1,77,2
7,6,38,480,1,91,2
7,6,39,367,1,40,2
7,6,40,439,1,73,2
