ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
9,6,1,375,1,43,2
9,6,2,351,1,33,2
9,6,3,349,1,32,2
9,6,4,491,1,96,2
9,6,5,307,1,13,2
9,6,6,354,1,34,2
9,6,7,499,1,100,2
9,6,8,314,1,16,2
9,6,9,467,1,85,2
9,6,10,480,1,91,2
9,6,11,490,1,96,2
9,6,12,408,1,59,2
9,6,13,391,1,51,2
9,6,14,385,1,48,2
9,6,15,312,1,15,2
9,6,16,315,1,17,2
9,6,17,395,1,53,2
9,6,18,440,1,73,2
9,6,19,318,1,18,2
9,6,20,447,1,76,2
9,6,21,431,1,69,2
9,6,22,311,1,15,2
9,6,23,303,1,11,2
9,6,24,409,1,59,2
9,6,25,368,1,40,2
9,6,26,395,1,53,2
9,6,27,495,1,98,2
9,6,28,496,1,99,2
9,6,29,350,1,32,2
9,6,30,472,1,88,2
9,6,31,316,1,17,2
9,6,32,339,1,28,2
9,6,33,436,1,71,2
9,6,34,332,1,24,2
9,6,35,362,1,38,2
9,6,36,364,1,39,2
9,6,37,411,1,60,2
9,6,38,393,1,52,2
9,6,39,367,1,40,2
9,6,40,441,1,73,2
9,6,41,473,1,88,2
9,6,42,451,1,78,2
9,6,43,314,1,16,2
9,6,44,434,1,70,2
9,6,45,362,1,38,2
9,6,46,498,1,99,2
9,6,47,465,1,85,2
9,6,48,480,1,91,2
9,6,49,372,1,42,2
9,6,50,449,1,77,2
