ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
5,4,1,341,1,28,2
5,4,2,421,1,64,2
5,4,3,424,1,66,2
5,4,4,486,1,94,2
5,4,5,363,1,38,2
5,4,6,448,1,77,2
5,4,7,358,1,36,2
5,4,8,401,1,56,2
5,4,9,342,1,29,2
5,4,10,411,1,60,2
5,4,11,328,1,23,2
5,4,12,459,1,82,2
5,4,13,346,1,31,2
5,4,14,480,1,91,2
5,4,15,349,1,32,2
5,4,16,365,1,39,2
5,4,17,316,1,17,2
5,4,18,361,1,37,2
5,4,19,488,1,95,2
5,4,20,340,1,28,2
5,4,21,417,1,63,2
5,4,22,445,1,75,2
5,4,23,371,1,42,2
5,4,24,307,1,13,2
5,4,25,307,1,13,2
5,4,26,436,1,71,2
5,4,27,387,1,49,2
5,4,28,360,1,37,2
5,4,29,478,1,90,2
5,4,30,369,1,41,2
