ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
6,5,1,198,1,32,2
6,5,2,309,2,57,2
6,5,3,461,3,91,2
6,5,4,200,1,32,2
6,5,5,153,1,22,2
6,5,6,306,2,56,2
6,5,7,112,1,12,2
6,5,8,107,1,11,2
6,5,9,201,1,33,2
6,5,10,375,3,72,2
6,5,11,465,3,93,2
6,5,12,316,2,59,2
6,5,13,436,3,86,2
6,5,14,210,1,35,2
6,5,15,446,3,88,2
6,5,16,500,3,100,2
6,5,17,437,3,86,2
6,5,18,333,2,63,2
6,5,19,421,3,82,2
6,5,20,294,2,54,2
6,5,21,260,2,46,2
6,5,22,165,1,24,2
6,5,23,300,2,55,2
6,5,24,282,2,51,2
6,5,25,193,1,31,2
6,5,26,113,1,13,2
6,5,27,139,1,19,2
6,5,28,334,2,63,2
6,5,29,286,2,52,2
6,5,30,416,3,81,2
