ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
10,9,1,442,3,87,2
10,9,2,325,2,61,2
10,9,3,337,2,63,2
10,9,4,276,2,50,2
10,9,5,312,2,58,2
10,9,6,449,3,89,2
10,9,7,318,2,59,2
10,9,8,299,2,55,2
10,9,9,497,3,100,2
10,9,10,287,2,52,2
10,9,11,344,2,65,2
10,9,12,295,2,54,2
10,9,13,325,2,61,2
10,9,14,181,1,28,2
10,9,15,492,3,99,2
10,9,16,301,2,55,2
10,9,17,247,2,43,2
10,9,18,234,2,40,2
10,9,19,182,1,28,2
10,9,20,492,3,98,2
10,9,21,248,2,43,2
10,9,22,140,1,19,2
10,9,23,379,3,73,2
10,9,24,177,1,27,2
10,9,25,119,1,14,2
10,9,26,468,3,93,2
10,9,27,103,1,10,2
10,9,28,112,1,12,2
10,9,29,331,2,62,2
10,9,30,324,2,60,2
10,9,31,224,1,38,2
10,9,32,453,3,90,2
10,9,33,235,2,40,2
10,9,34,237,2,41,2
10,9,35,334,2,63,2
10,9,36,156,1,22,2
10,9,37,364,2,69,2
10,9,38,152,1,21,2
10,9,39,146,1,20,2
10,9,40,165,1,24,2
10,9,41,431,3,85,2
10,9,42,438,3,86,2
10,9,43,359,2,68,2
10,9,44,317,2,59,2
10,9,45,318,2,59,2
10,9,46,243,2,42,2
10,9,47,492,3,98,2
10,9,48,181,1,28,2
10,9,49,202,1,33,2
10,9,50,367,2,70,2
