ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
7,7,1,498,1,100,2
7,7,2,366,1,40,2
7,7,3,331,1,24,2
7,7,4,424,1,66,2
7,7,5,354,1,34,2
7,7,6,479,1,91,2
7,7,7,494,1,97,2
7,7,8,314,1,16,2
7,7,9,476,1,89,2
7,7,10,398,1,54,2
7,7,11,324,1,21,2
7,7,12,498,1,99,2
7,7,13,467,1,85,2
7,7,14,309,1,14,2
7,7,15,392,1,52,2
7,7,16,348,1,31,2
7,7,17,432,1,69,2
7,7,18,358,1,36,2
7,7,19,360,1,37,2
7,7,20,443,1,74,2
7,7,21,443,1,74,2
7,7,22,437,1,72,2
7,7,23,313,1,16,2
7,7,24,422,1,65,2
7,7,25,361,1,37,2
7,7,26,396,1,53,2
7,7,27,346,1,30,2
7,7,28,426,1,67,2
7,7,29,397,1,54,2
7,7,30,464,1,84,2
7,7,31,487,1,94,2
7,7,32,361,1,37,2
7,7,33,479,1,91,2
7,7,34,436,1,71,2
7,7,35,306,1,13,2
7,7,36,474,1,88,2
7,7,37,354,1,34,2
7,7,38,370,1,41,2
7,7,39,429,1,68,2
7,7,40,438,1,72,2
