ExperimentId,InstanceId,Id,Width,Length,Quantity,Stage
5,9,1,390,1,51,2
5,9,2,376,1,44,2
5,9,3,498,1,99,2
5,9,4,463,1,83,2
5,9,5,445,1,75,2
5,9,6,437,1,72,2
5,9,7,382,1,47,2
5,9,8,465,1,85,2
5,9,9,365,1,39,2
5,9,10,472,1,88,2
5,9,11,475,1,89,2
5,9,12,443,1,75,2
5,9,13,383,1,47,2
5,9,14,328,1,22,2
5,9,15,478,1,90,2
5,9,16,342,1,29,2
5,9,17,365,1,39,2
5,9,18,401,1,55,2
5,9,19,455,1,80,2
5,9,20,406,1,58,2
5,9,21,395,1,53,2
5,9,22,466,1,85,2
5,9,23,436,1,71,2
5,9,24,459,1,82,2
5,9,25,409,1,59,2
5,9,26,476,1,89,2
5,9,27,497,1,99,2
5,9,28,411,1,60,2
5,9,29,475,1,89,2
5,9,30,482,1,92,2
